"ID do pedido","Status do pedido","Cancelar Motivo","Status da Devolução / Reembolso","Número de rastreamento","Data de criação do pedido","Nº de referência do SKU principal","Nome do Produto","Número de referência SKU","Nome da variação","Preço acordado","Quantidade","Valor Total","Taxa de comissão","Taxa de serviço","Total global","Valor estimado do frete","Nome de usuário (comprador)"
"240102R24QHSX8","Concluído","","","BR241694797622NSPXLM1423020","2024-01-01 13:49","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","6.84","3.76","37.99","7.99","luizamarilaque193"
"240102R2PQMF19","Concluído","","","BR245542775358ZSPXLM1135761","2024-01-01 13:59","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","126.99","1","126.99","22.86","5.54","126.99","10.31","soniasouzaregina259"
"240102R54JMMS8","Concluído","","","BR2453493770477SPXLM1417053","2024-01-01 14:42","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","126.99","1","126.99","22.86","5.54","126.99","17.25","edsoncarloscarlos580"
"240102R58S3KVP","Concluído","","","BR247482683493OSPXLM1142907","2024-01-01 14:44","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","46.99","1","46.99","8.46","3.94","46.99","6.84","cassildaferraz381"
"240102R5QXEBNK","Concluído","","","BR248642492049HSPXLM1135832","2024-01-01 14:53","#F488","Kit C/10 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F488","","74.99","1","74.99","13.32","4.48","73.22","10.31","91r547ktou"
"240102R6SDDY9C","Concluído","","","BR248327118165CSPXLM1135159","2024-01-01 15:12","#F488","Kit C/10 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F488","","74.99","1","74.99","13.50","4.50","74.99","12.62","karoline1782"
"240102R73RBPUG","Concluído","","","BR244276056169J","2024-01-01 15:17","#F488","Kit C/10 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F488","","74.99","1","76.57","13.50","4.50","65.22","21.58","leonardosesc22"
"240102R7NW48YC","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-01 15:28","#F740","Darrow Actine Gel de Limpeza Dermatológico Peles Oleosas a Acneicas C/400g","#F740","","73.99","1","0.00","0.00","0.00","0.00","23.88","romanaalves492"
"240102R7QCT2DG","Concluído","","","BR247453107628RSPXLM1136141","2024-01-01 15:28","#F178","Enxaguante Bucal Periotrat Sem Álcool Menta 250ml ","#F178","","22.99","2","45.98","8.28","6.92","45.98","7.99","271211v"
"240102R8X1R866","Concluído","","","BR249625554112PSPXLM1134459","2024-01-01 15:50","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","126.99","1","126.99","22.86","5.54","126.99","9.16","marinalvangelodasilvaped"
"240102R9HDPDHT","Concluído","","","BR240769007480JSPXLM1419033","2024-01-01 16:01","#F488","Kit C/10 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F488","","74.99","1","82.46","13.50","4.50","82.46","14.94","italooliveira2021"
"240102RACT1VVC","Concluído","","","BR249511412373FSPXLM1425602","2024-01-01 16:16","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","86.99","1","86.99","15.66","4.74","86.99","11.48","thaisbarroso34"
"240102RC2MDJUA","Concluído","","","BR241156769203JSPXLM1421556","2024-01-01 16:46","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","61.99","11.16","4.24","60.82","9.16","solkarelisfigueredo"
"240102RCSV84V8","Concluído","","","BR243774126559GSPXLM1137338","2024-01-01 16:59","#F488","Kit C/10 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F488","","74.99","1","78.87","13.50","4.50","78.36","23.88","soaresjct"
"240102RCW6605P","Cancelado","Cancelado pelo comprador. Motivo : Modificar Pedido Existente","","","2024-01-01 17:01","#F512","Kit C/3 Vitamina C Infantil Sabor Laranja Ágil-C Kids C/25 Gomas","#F512","","21.99","1","0.00","0.00","0.00","0.00","9.16","rosysilwa953"
"240102REG4X12Y","Concluído","","","BR240058253381SSPXLM1139058","2024-01-01 17:30","#F037","Suplemento Polivitamínico De A-z Equaliv Nutri Mulher Com 60 Cápsulas","#F037","","55.99","1","55.99","10.08","4.12","54.60","12.63","auzenirmaria294"
"240102REQVWMTM","Concluído","","","BR247663046787ESPXLM1133323","2024-01-01 17:34","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","46.99","1","56.15","8.46","3.94","58.92","9.16","ws1am_12ps"
"240102REW2T6MY","Concluído","","","BR2488826366114SPXLM1134073","2024-01-01 17:37","#F488","Kit C/10 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F488","","74.99","1","74.99","13.50","4.50","74.99","10.31","leonardorogo"
"240102RF6J1WD7","Concluído","","","BR2464811658443","2024-01-01 17:42","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","44.99","1","44.99","8.10","3.90","43.49","7.99","kokua.store"
"240102RFAWBK42","Concluído","","","BR243709906292QSPXLM1140142","2024-01-01 17:45","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","126.99","1","126.99","22.68","5.52","108.27","9.16","tmipunokcd"
"240102RH7TP1MU","Concluído","","","BR243872453149FSPXLM1135862","2024-01-01 18:19","#F488","Kit C/10 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F488","","74.99","1","74.99","13.32","4.48","73.99","11.47","rhyglxbhr4"
"240102RHTHJHYD","Concluído","","","BR2482312839538SPXLM1133530","2024-01-01 18:29","#F741","Protetor Solar FPS 70 OAZ Euro Farma Resistente à Água C/200ml","#F741","","44.99","1","44.99","8.10","3.90","44.99","6.84","cassimira.julio"
"240102RJAX14F1","Cancelado","Cancelado pelo comprador. Motivo : É necessário modificar o pedido","","","2024-01-01 18:38","#F741","Protetor Solar FPS 70 OAZ Euro Farma Resistente à Água C/200ml","#F741","","44.99","1","0.00","0.00","0.00","0.00","6.84","lika120km"
"240102RJFD4J28","Concluído","","","BR246652042497ISPXLM1132067","2024-01-01 18:41","#F785","Lavitan Ômega 3 1000mg EPA 360mg DHA 240mg C/60 Cápsulas Moles - Kit C/3","#F785","","51.99","1","51.99","9.36","4.04","51.99","7.99","uuystnt3wn"
"240102RJQXS95E","Cancelado","Cancelado pelo comprador. Motivo : Não quero mais comprar","","","2024-01-01 18:46","#F487","Kit C/5 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F487","","40.99","1","0.00","0.00","0.00","0.00","12.63","ziidaaaaaa"
"240102RK6AGU52","Concluído","","","BR249253969762C","2024-01-01 18:54","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","46.99","1","46.99","8.46","3.94","46.99","7.99","jf7w8vixzr"
"240102RKEQCCD7","Concluído","","","BR2472195540379SPXLM1131830","2024-01-01 18:58","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","2","123.98","22.32","8.48","123.98","10.31","isabelanolasco245"
"240102RMD37G7B","Concluído","","","BR243355987906HSPXLM1136403","2024-01-01 19:15","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","44.99","2","89.98","16.20","7.80","89.98","9.16","pf7yy2pwow"
"240102RND94UXW","Concluído","","","BR249816407380JSPXLM1135578","2024-01-01 19:33","#F010","Suplemento Vitaminico  Lavitan A-z Mulher Com 60 Comprimidos","#F010","","17.99","1","55.98","9.90","7.10","54.98","12.63","adriellygramilich1305"
"240102RND94UXW","Concluído","","","BR249816407380JSPXLM1135578","2024-01-01 19:33","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","55.98","9.90","7.10","54.98","12.63","adriellygramilich1305"
"240102RNFFQUNH","Cancelado","Cancelado pelo comprador. Motivo : É necessário modificar o pedido","","","2024-01-01 19:35","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","44.99","1","0.00","0.00","0.00","0.00","9.16","terem529"
"240102RNTW26W6","Concluído","","","BR2484881507676SPXLM1132750","2024-01-01 19:41","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","44.99","1","44.99","8.10","3.90","44.46","9.16","terem529"
"240102RNV9V0N4","Concluído","","","BR2425540268773SPXLM1136428","2024-01-01 19:42","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","126.99","1","126.99","22.86","5.54","126.99","9.16","f7urd3y_xj"
"240102RNYFUK93","Concluído","","","BR240334372596DSPXLM1137947","2024-01-01 19:44","#F241","Protetor Hidratante Labial Diário Carmed Incolor Sabor Cereja 10g","#F241","","18.99","1","18.99","3.42","3.38","16.68","17.25","8lgwucl0eb"
"240102RPTMP61K","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-01 19:59","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","44.99","2","0.00","0.00","0.00","0.00","9.16","erikatolotto"
"240102RPXGNVUN","Concluído","","","BR248675239569YSPXLM1142692","2024-01-01 20:01","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","6.84","3.76","37.99","11.47","mariapauladiniz583"
"240102RRERN9C6","Concluído","","","BR245444923987WSPXLM1145787","2024-01-01 20:28","#F784","Lavitan Ômega 3 1000mg EPA 360mg DHA 240mg C/60 Cápsulas Moles - Kit C/2","#F784","","36.99","1","36.99","6.48","3.72","35.99","11.47","liviamaria1310"
"240102RRN7M161","Concluído","","","BR247390596267GSPXLM1135864","2024-01-01 20:31","#F556","Suplemento Vitaminico Polivitamínico Bariátrico Catarinense C/30 Comprimidos - Kit C/2","#F556","","62.99","1","62.99","11.34","4.26","62.99","9.17","edilzama"
"240102RRSRH964","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-01 20:34","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","46.99","1","0.00","0.00","0.00","0.00","17.25","helenareis789"
"240102RS0BAENW","Concluído","","","BR2402256766065SPXLM1138123","2024-01-01 20:38","#F488","Kit C/10 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F488","","74.99","1","74.99","13.50","4.50","73.00","11.47","merlinws30"
"240102RSEQWWBC","Concluído","","","BR246069563196ISPXLM1133217","2024-01-01 20:46","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","46.99","1","46.99","8.46","3.94","46.99","12.63","claudia151071"
"240102RUDVT62U","Concluído","","","BR245376916329QSPXLM1135043","2024-01-01 21:21","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","6.84","3.76","37.99","6.84","294r3epbgy"
"240102RUUHJDMA","Cancelado","Cancelado pelo comprador. Motivo : Não quero mais comprar","","","2024-01-01 21:29","#F278","Suplemento Alimentar Aceviton 1G Sabor Laranja com 30 comprimidos Efervescentes","#F278","","18.99","1","0.00","0.00","0.00","0.00","9.16","suelimoreira405"
"240102RV9SCJVQ","Concluído","","","BR247342985697QSPXLM1136437","2024-01-01 21:37","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","126.99","1","126.99","22.86","5.54","126.99","9.16","grazielagrazi573"
"240102RVU87X1U","Concluído","","","BR241197823620SSPXLM1135215","2024-01-01 21:46","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","2","75.98","13.68","7.52","75.98","10.32",""
"240102RVWFSECD","Concluído","","","BR249648433866MSPXLM1136860","2024-01-01 21:48","#F041","Helioderm Suncare Protetor Solar Fps 50 Facial S/Cor Com 50g","#F041","","34.99","1","45.30","6.30","3.70","45.30","10.31","lsppinheiro"
"240102RWWTK1V1","Concluído","","","BR247670942415I","2024-01-01 22:06","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","66.99","1","66.99","12.06","4.34","66.97","11.47","angelapedroso075"
"240102RX200PHR","Concluído","","","BR241795152335MSPXLM1147589","2024-01-01 22:08","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","45.99","1","45.99","8.28","3.92","45.99","9.16","el3f825bfdw51egkk784v2ccw7wp"
"240102RXNU6KGM","Cancelado","Cancelado pelo comprador. Motivo : Modificar Pedido Existente","","","2024-01-01 22:19","#F779","Protetor Solar FPS 50 OAZ Euro Farma Protege e Hidrata Resistente à Água C/200ml","#F779","","36.99","1","0.00","0.00","0.00","0.00","9.16","vam123fernandes"
"240102RXQEQDY3","Concluído","","","BR244356325666TSPXLM1134237","2024-01-01 22:20","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","43.99","1","43.99","7.92","3.88","43.99","9.16","viviancgodoi"
"240102RXRF5CDQ","Concluído","","","BR249848483515P","2024-01-01 22:21","#F485","Kit C/2 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F485","","19.99","1","154.71","27.35","12.04","134.19","22.74","nadjaeduardam"
"240102RXRF5CDQ","Concluído","","","BR249848483515P","2024-01-01 22:21","#F488","Kit C/10 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F488","","90.99","1","154.71","27.35","12.04","134.19","22.74","nadjaeduardam"
"240102RXRF5CDQ","Concluído","","","BR249848483515P","2024-01-01 22:21","#F487","Kit C/5 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F487","","40.99","1","154.71","27.35","12.04","134.19","22.74","nadjaeduardam"
"240102RXUR0D2H","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-01 22:22","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","45.99","1","0.00","0.00","0.00","0.00","10.32","josejacksonmoraesdesanta"
"240102RXXB0XJU","Cancelado","Cancelado pelo comprador. Motivo : É necessário inserir/alterar o código do cupom","","","2024-01-01 22:24","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","20.43","jlaiscarvalho"
"240102RY0R9HKP","Concluído","","","BR241549941364PSPXLM1418147","2024-01-01 22:25","#F779","Protetor Solar FPS 50 OAZ Euro Farma Protege e Hidrata Resistente à Água C/200ml","#F779","","36.99","1","36.99","6.66","3.74","36.83","9.16","vam123fernandes"
"240102RY72EFR0","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-01 22:29","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","45.99","1","0.00","0.00","0.00","0.00","11.47","michellesiqueira36"
"240102RYEHS4XG","Concluído","","","BR241706441727DSPXLM1133088","2024-01-01 22:33","#F003","Equaliv Ômega 3 C/180 Cápsulas Gelatinosas","#F003","","66.99","1","66.99","12.06","4.34","73.59","14.94","marinahcfn"
"240102RYRHA907","Concluído","","","BR240136269640ISPXLM1136830","2024-01-01 22:39","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","45.99","1","45.99","8.28","3.92","45.99","11.47","mariaaparecida4444"
"240102RYSMJGVD","Concluído","","","BR242475513156PSPXLM1134840","2024-01-01 22:39","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","43.99","1","43.99","7.92","3.88","43.99","9.16","32dlbjxfrl"
"240102S003HY3P","Concluído","","","BR240814223294JSPXLM1142928","2024-01-01 22:43","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","45.99","2","91.98","16.56","7.84","91.98","11.47","ana_brilho"
"240102S04W0WGM","Concluído","","","BR248671876576ESPXLM1132424","2024-01-01 22:45","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","6.84","3.76","37.99","9.16","7g9tgmzhof"
"240102S0M67YYH","Cancelado","Cancelado pelo comprador. Motivo : É necessário modificar o pedido","","","2024-01-01 22:54","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","43.99","1","0.00","0.00","0.00","0.00","14.94","bruemanuellef"
"240102S0SKUJ3S","Concluído","","","BR2421047125325SPXLM1133035","2024-01-01 22:57","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","43.99","1","43.99","7.92","3.88","43.99","14.94","bruemanuellef"
"240102S15SWNJU","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-01 23:04","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","46.99","1","0.00","0.00","0.00","0.00","17.25","anacleuma164"
"240102S21KP87P","Concluído","","","BR247502819099VSPXLM1137334","2024-01-01 23:19","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","6.84","3.76","37.99","9.16","grindley"
"240102S25XVAKJ","Concluído","","","BR244841496791ESPXLM1137763","2024-01-01 23:22","#F196","Xô Insetos Repelente de Insetos Spray com 200ml","#F196","","16.99","1","16.99","3.06","3.34","16.70","10.31","cristianosutero"
"240102S2B1YVFM","Concluído","","","BR249816161855LSPXLM1133010","2024-01-01 23:25","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","44.99","1","44.99","8.10","3.90","44.99","7.99","renatadomarcos"
"240102S2SFJ312","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-01 23:33","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","14.94","elizangelasilvadacosta"
"240102S2WUSMC4","Concluído","","","BR242884257922H","2024-01-01 23:35","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","39.57","6.84","3.76","39.57","21.58","stefanecarvalho0404"
"240102S3WQ82J0","Concluído","","","BR240330350606QSPXLM1415344","2024-01-01 23:53","#F488","Kit C/10 Suplemento Alimentar Ômega 3 Neo Química EPA 540mg + DHA 360mg C/60 Caps.","#F488","","74.99","1","78.99","13.50","4.50","78.99","7.99","fernandogoeess"
"240102S475JRUE","Concluído","","","BR249008614668PSPXLM1419576","2024-01-01 23:58","#F602","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles - Kit C/3","#F602","","110.99","1","110.99","19.98","5.22","110.99","9.16","mirianrribas3187"
"240102S4NURBSA","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-02 00:07","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","0.00","0.00","0.00","0.00","10.31","joseanesiqueira502"
"240102S9DA9FDH","Concluído","","","BR240457408239SSPXLM1137003","2024-01-02 01:31","#F564","Suplemento Alimentar Vitaxon Vitamina C + Zinco Quelato 500mg 30cp - Kit C/5","#F564","","77.99","1","77.99","14.04","4.56","77.99","7.99","leonardorm638"
"240102SCD95C8H","Concluído","","","BR248089731728NSPXLM1137863","2024-01-02 02:25","#F040","Polivitamínico Bariátrico Catarinense 30 Comprimidos","#F040","","35.99","1","35.99","6.48","3.72","35.99","9.16","marceliquintana"
"240102SFH2Y169","Concluído","","","BR240846291294ASPXLM1418418","2024-01-02 03:21","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","47.90","8.62","3.96","47.90","7.99","anamariachal"
"240102SRMWBSH1","Concluído","","","BR243926670113QSPXLM1137350","2024-01-02 06:04","#F740","Darrow Actine Gel de Limpeza Dermatológico Peles Oleosas a Acneicas C/400g","#F740","","73.99","1","73.99","13.14","4.46","72.99","10.31","tarachukleo"
"240102SVNSYHJK","Concluído","","","BR2409218602489SPXLM1132648","2024-01-02 07:16","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","47.90","8.62","3.96","47.90","6.84","neusadoneda"
"240102SX8XF6NM","Concluído","","","BR248955378537ASPXLM1140510","2024-01-02 07:45","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","47.90","8.62","3.96","47.90","13.79","sheilacosta112"
"240102T055UVBJ","Concluído","","","BR248699210195RSPXLM1141261","2024-01-02 08:18","#F530","Kit C/10 Lenços Umedecidos Personalidade Baby Algodão & Água C/50 unidades","#F530","","111.99","1","111.99","20.16","5.24","108.10","10.31","izacarfi"
"240102T05DH6AK","Concluído","","","BR249416009576TSPXLM1425747","2024-01-02 08:18","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","47.90","8.62","3.96","47.90","10.31","i1v7jew5g7"
"240102T123WKU5","Concluído","","","BR241265884074V","2024-01-02 08:34","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","47.99","2","95.98","17.28","7.92","95.97","16.11","keritaferreira"
"240102T1KGT4BF","Concluído","","","BR242445929872BSPXLM1143318","2024-01-02 08:44","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","2","95.80","17.24","7.92","91.80","9.16","claudiokiyohashi"
"240102T22XV61K","Concluído","","","BR244722327624GSPXLM1429015","2024-01-02 08:53","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","47.90","8.62","3.96","46.99","9.16","mo15rq1kzd"
"240102T247U34G","Concluído","","","BR246106407761B","2024-01-02 08:54","#F522","Kit C/3 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F522","","135.99","1","135.99","24.48","5.72","135.99","10.31","milenegrigol"
"240102T2DTY2GN","Concluído","","","BR249269694225VSPXLM1138345","2024-01-02 08:59","#F556","Suplemento Vitaminico Polivitamínico Bariátrico Catarinense C/30 Comprimidos - Kit C/2","#F556","","62.99","1","62.99","11.34","4.26","62.99","9.16","diogohenrique1982"
"240102T3QK267H","Concluído","","","BR243222580157ESPXLM1143313","2024-01-02 09:22","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","75.48","13.59","7.51","75.48","9.16","m5ivo4rlm0"
"240102T3QK267H","Concluído","","","BR243222580157ESPXLM1143313","2024-01-02 09:22","#F737","Lavitan Colágeno Tipo II 40mg Suplemento Alimentar C/30 Comprimidos","#F737","","37.49","1","75.48","13.59","7.51","75.48","9.16","m5ivo4rlm0"
"240102T4M7GMYQ","Concluído","","","BR247228744752WSPXLM1139750","2024-01-02 09:38","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","47.90","8.62","3.96","47.90","7.99","0mwfr05lup"
"240102T5HA8VRB","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-02 09:55","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","0.00","0.00","0.00","0.00","13.79","anacristinasilvaanchieta"
"240102T6TDCR9T","Concluído","","","BR246349198099VSPXLM1142028","2024-01-02 10:18","#F346","Termogênico Emagrecedor Desodalina 600mg C/60 Cápsulas - Sanibras","#F346","","61.99","1","61.99","11.16","4.24","61.99","9.16","rosanamartinssilveira"
"240102T7665KEK","Concluído","","","BR240320240731CSPXLM1140886","2024-01-02 10:24","#F521","Kit C/2 Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F521","","91.99","1","91.99","16.56","4.84","91.99","9.16","grpaestrindade"
"240102T7BV87NQ","Concluído","","","BR242803618032BSPXLM1423882","2024-01-02 10:27","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","47.99","1","47.99","8.64","3.96","47.99","6.84","matthfelix"
"240102T7C7PR3U","Concluído","","","BR249696278420PSPXLM1142543","2024-01-02 10:28","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","6.84","3.76","37.99","9.16","yulaine20"
"240102T7VGESS1","Concluído","","","BR249271620399A","2024-01-02 10:37","#F748","Colágeno Tipo II + Vit. D + Magnésio Condroflan Ultra Airela Suplemento Alimentar C/60 Cápsulas","#F748","","47.99","1","47.99","8.64","3.96","47.99","9.16","lugcimarrss"
"240102T7XWNRQP","Concluído","","","BR245723670802HSPXLM1139490","2024-01-02 10:38","#F600","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles","#F600","","37.99","1","37.99","6.84","3.76","37.91","6.84","srbot245"
"240102T85HCABQ","Concluído","","","BR243907805231USPXLM1142472","2024-01-02 10:42","#F037","Suplemento Polivitamínico De A-z Equaliv Nutri Mulher Com 60 Cápsulas","#F037","","59.99","1","59.99","10.80","4.20","58.65","9.16","nataliajunkesrodrigues"
"240102T8PNRTUJ","Concluído","","","BR242661514854XSPXLM1427505","2024-01-02 10:51","#F017","Cartliv Colágeno Tipo 2 Equaliv 60caps Dores E Articulação","#F017","","47.90","1","47.90","8.62","3.96","47.90","12.63","zoph39m9lm"
"240102T9377WQF","Concluído","","","BR241094502348ASPXLM1142973","2024-01-02 10:58","#F037","Suplemento Polivitamínico De A-z Equaliv Nutri Mulher Com 60 Cápsulas","#F037","","59.99","1","59.99","10.80","4.20","59.53","9.16","silgiacomoni"
"240102T9HNTF35","Cancelado","Cancelado automaticamente pelo sistema da Shopee. Motivo : Pedido não pago","","","2024-01-02 11:06","#F037","Suplemento Polivitamínico De A-z Equaliv Nutri Mulher Com 60 Cápsulas","#F037","","59.99","1","0.00","0.00","0.00","0.00","7.99","jessicacaroline44"
"240102T9MGD5QN","Concluído","","","BR240230602147RSPXLM1139527","2024-01-02 11:08","#F601","Ômega 3 Lavitan Suplemento Vitamínico C/120 Cápsulas Moles - Kit C/2","#F601","","74.99","1","74.99","13.50","4.50","74.99","10.31","neusaprates217"
"240102TBJB7Q05","Concluído","","","BR249365277783ZSPXLM1142446","2024-01-02 11:43","#F779","Protetor Solar FPS 50 OAZ Euro Farma Protege e Hidrata Resistente à Água C/200ml","#F779","","33.99","1","33.99","6.12","3.68","33.99","11.47","vd0xupips_"
"240102TC07Q05V","Concluído","","","BR248942965955CSPXLM1138726","2024-01-02 11:50","#F789","Colágeno Tipo II Artro Ultra + Nutrientes Catarinense C/30 Cápsulas","#F789","","60.99","1","60.99","10.98","4.22","60.99","12.63","z98kehlo3i"
